country,year,iso_code,population,gdp,biofuel_electricity,biofuel_share_elec,coal_electricity,coal_share_elec,electricity_demand,electricity_generation,gas_electricity,gas_share_elec,greenhouse_gas_emissions,hydro_electricity,hydro_share_elec,net_elec_imports,nuclear_electricity,nuclear_share_elec,oil_electricity,oil_share_elec,solar_electricity,solar_share_elec,wind_electricity,wind_share_elec
China,2007,CHN,1321513216.0,10400000000000.0,9.86,0.3,2656.7,80.959,3271.23,3281.54,33.91,1.033,2576.42,485.26,14.788,-10.31,62.13,1.893,28.09,0.856,0.11,0.003,5.48,0.167
China,2008,CHN,1330167168.0,10800000000000.0,14.87,0.425,2708.91,77.491,3482.96,3495.76,34.57,0.989,2611.15,636.96,18.221,-12.8,68.39,1.956,18.81,0.538,0.15,0.004,13.1,0.375
China,2009,CHN,1339125632.0,11600000000000.0,20.86,0.562,2911.52,78.38,3703.26,3714.64,56.56,1.523,2797.23,615.64,16.573,-11.38,70.05,1.886,12.12,0.326,0.28,0.008,27.61,0.743
China,2010,CHN,1348191360.0,12900000000000.0,24.9,0.592,3233.6,76.859,4193.65,4207.16,77.73,1.848,3115.99,711.38,16.909,-13.51,74.74,1.776,34.71,0.825,0.7,0.017,49.4,1.174
China,2011,CHN,1357095424.0,13700000000000.0,27.63,0.586,3690.87,78.312,4700.28,4713.02,108.77,2.308,3545.28,688.04,14.599,-12.74,87.2,1.85,33.8,0.717,2.61,0.055,74.1,1.572
China,2012,CHN,1366560768.0,14800000000000.0,30.13,0.604,3748.19,75.151,4976.76,4987.54,110.25,2.211,3591.78,862.79,17.299,-10.78,98.32,1.971,31.22,0.626,3.59,0.072,103.05,2.066
China,2013,CHN,1376100352.0,15900000000000.0,37.13,0.684,4077.37,75.067,5420.4,5431.63,116.39,2.143,3896.59,909.61,16.747,-11.23,111.5,2.053,33.0,0.608,8.37,0.154,138.26,2.545
China,2014,CHN,1385189632.0,17100000000000.0,46.27,0.799,4203.06,72.536,5783.04,5794.45,133.28,2.3,4019.77,1059.69,18.288,-11.41,133.22,2.299,35.66,0.615,23.51,0.406,159.76,2.757
China,2015,CHN,1393715456.0,18300000000000.0,54.07,0.93,4046.17,69.587,5802.14,5814.58,166.91,2.871,3882.48,1114.52,19.168,-12.44,171.38,2.947,36.46,0.627,39.48,0.679,185.59,3.192
China,2016,CHN,1401889664.0,19500000000000.0,62.13,1.013,4156.35,67.768,6120.44,6133.16,188.28,3.07,3996.77,1153.27,18.804,-12.72,213.18,3.476,52.56,0.857,66.53,1.085,240.86,3.927
China,2017,CHN,1410275968.0,20900000000000.0,79.6,1.205,4430.03,67.077,6591.39,6604.44,203.2,3.077,4254.36,1165.06,17.641,-13.05,248.1,3.757,56.05,0.849,117.8,1.784,304.6,4.612
China,2018,CHN,1417069440.0,22300000000000.0,93.73,1.308,4763.92,66.478,7150.92,7166.14,215.5,3.007,4563.94,1198.89,16.73,-15.22,295.0,4.117,56.4,0.787,176.9,2.469,365.8,5.105
China,2019,CHN,1421864064.0,23600000000000.0,112.73,1.502,4855.19,64.706,7486.63,7503.43,232.5,3.099,4649.25,1272.54,16.959,-16.8,348.7,4.647,52.47,0.699,224.0,2.985,405.3,5.402
China,2020,CHN,1424929792.0,24200000000000.0,135.63,1.744,4921.96,63.272,7762.03,7779.07,252.5,3.246,4716.12,1321.71,16.991,-17.04,366.2,4.708,53.47,0.687,261.1,3.356,466.5,5.997
China,2021,CHN,1425893504.0,26200000000000.0,165.93,1.944,5328.83,62.44,8520.02,8534.26,287.1,3.364,5110.79,1300.0,15.233,-14.24,407.5,4.775,62.1,0.728,327.0,3.832,655.8,7.684
China,2022,CHN,1425887360.0,27000000000000.0,176.63,1.996,5397.8,61.001,8834.42,8848.73,290.58,3.284,5183.77,1303.13,14.727,-14.31,417.8,4.722,72.37,0.818,427.72,4.834,762.7,8.619
China,2023,CHN,1425671296.0,,187.05,1.977,5741.51,60.695,9445.28,9459.59,307.6,3.252,5508.48,1245.17,13.163,-14.31,434.72,4.596,73.52,0.777,584.15,6.175,885.87,9.365
Colombia,1983,COL,28042326.0,189000000000.0,,,,,,,,,,15.366,,,0.0,,,,,,,
Colombia,1984,COL,28689038.0,196000000000.0,,,,,,,,,,17.14,,,0.0,,,,,,,
Colombia,1985,COL,29326256.0,203000000000.0,,,,,,29.375,,,,18.441,62.778,,0.0,0.0,,,,,,
Colombia,1986,COL,29960106.0,215000000000.0,,,,,,31.653,,,,21.333,67.396,,0.0,0.0,,,,,,
Colombia,1987,COL,30603052.0,226000000000.0,,,,,,33.68,,,,23.248,69.024,,0.0,0.0,,,,,,
Colombia,1988,COL,31256726.0,236000000000.0,,,,,,35.473,,,,24.519,69.121,,0.0,0.0,,,,,,
Colombia,1989,COL,31923126.0,243000000000.0,,,,,,37.021,,,,26.782,72.343,,0.0,0.0,,,,,,
Colombia,1990,COL,32601396.0,254000000000.0,,,,,,38.246,,,,27.496,71.893,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1991,COL,33272632.0,259000000000.0,,,,,,40.124,,,,27.726,69.102,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1992,COL,33939044.0,271000000000.0,,,,,,36.613,,,,22.281,60.854,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1993,COL,34614732.0,286000000000.0,,,,,,41.691,,,,27.856,66.816,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1994,COL,35295460.0,301000000000.0,,,,,,45.024,,,,32.058,71.202,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1995,COL,35970104.0,316000000000.0,,,,,,47.483,,,,31.989,67.37,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1996,COL,36632576.0,322000000000.0,,,,,,48.371,,,,35.288,72.952,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1997,COL,37291948.0,334000000000.0,,,,,,49.906,,,,31.476,63.07,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1998,COL,37944416.0,335000000000.0,,,,,,50.283,,,,30.782,61.217,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,1999,COL,38585040.0,322000000000.0,,,,,,47.775,,,,33.701,70.541,,0.0,0.0,,,0.0,0.0,0.0,0.0
Colombia,2000,COL,39215136.0,331000000000.0,0.5,1.168,2.08,4.859,42.85,42.81,8.25,19.271,8.1,31.75,74.165,0.04,0.0,0.0,0.22,0.514,0.01,0.023,0.0,0.0
Colombia,2001,COL,39837876.0,336000000000.0,0.5,1.159,2.23,5.169,42.97,43.14,8.69,20.144,8.53,31.48,72.972,-0.17,0.0,0.0,0.23,0.533,0.01,0.023,0.0,0.0
Colombia,2002,COL,40454056.0,345000000000.0,0.49,1.096,2.17,4.854,44.1,44.71,8.18,18.296,8.2,33.63,75.218,-0.61,0.0,0.0,0.23,0.514,0.01,0.022,0.0,0.0
Colombia,2003,COL,41057688.0,358000000000.0,0.5,1.082,2.81,6.082,45.09,46.2,6.83,14.784,7.95,35.81,77.511,-1.11,0.0,0.0,0.24,0.519,0.01,0.022,0.0,0.0
Colombia,2004,COL,41648272.0,377000000000.0,0.47,0.953,1.86,3.771,47.7,49.33,7.01,14.21,7.32,39.68,80.438,-1.63,0.0,0.0,0.25,0.507,0.01,0.02,0.05,0.101
Colombia,2005,COL,42220944.0,394000000000.0,0.5,1.001,2.33,4.666,48.2,49.94,7.4,14.818,7.99,39.4,78.895,-1.74,0.0,0.0,0.25,0.501,0.01,0.02,0.05,0.1
Colombia,2006,COL,42772912.0,420000000000.0,0.53,0.994,2.84,5.324,51.55,53.34,7.38,13.836,8.48,42.31,79.321,-1.79,0.0,0.0,0.21,0.394,0.01,0.019,0.06,0.112
Colombia,2007,COL,43306592.0,449000000000.0,0.53,0.967,3.39,6.187,53.95,54.79,6.57,11.991,8.5,44.0,80.307,-0.84,0.0,0.0,0.24,0.438,0.01,0.018,0.05,0.091
Colombia,2008,COL,43815316.0,464000000000.0,0.54,0.973,2.92,5.263,54.08,55.48,5.76,10.382,7.63,45.94,82.805,-1.4,0.0,0.0,0.26,0.469,0.01,0.018,0.05,0.09
Colombia,2009,COL,44313916.0,471000000000.0,0.54,0.952,4.17,7.348,55.69,56.75,10.94,19.278,12.01,40.64,71.612,-1.06,0.0,0.0,0.39,0.687,0.01,0.018,0.06,0.106
Colombia,2010,COL,44816104.0,490000000000.0,2.42,4.018,4.04,6.708,59.44,60.23,11.97,19.874,13.82,40.0,66.412,-0.79,0.0,0.0,1.75,2.906,0.01,0.017,0.04,0.066
Colombia,2011,COL,45308896.0,521000000000.0,2.0,3.241,2.25,3.647,60.17,61.7,7.64,12.382,9.34,48.39,78.428,-1.53,0.0,0.0,1.37,2.22,0.01,0.016,0.04,0.065
Colombia,2012,COL,45782420.0,542000000000.0,1.95,3.092,3.36,5.328,62.35,63.06,8.99,14.256,11.29,47.11,74.707,-0.71,0.0,0.0,1.59,2.521,0.01,0.016,0.05,0.079
Colombia,2013,COL,46237928.0,570000000000.0,1.05,1.428,6.04,8.217,72.16,73.51,15.36,20.895,17.35,49.76,67.691,-1.35,0.0,0.0,1.23,1.673,0.01,0.014,0.06,0.082
Colombia,2014,COL,46677944.0,595000000000.0,1.35,1.916,5.46,7.749,69.66,70.46,14.24,20.21,16.68,47.25,67.059,-0.8,0.0,0.0,2.08,2.952,0.01,0.014,0.07,0.099
Colombia,2015,COL,47119728.0,613000000000.0,1.37,1.757,7.06,9.055,77.56,77.97,17.95,23.022,21.47,47.94,61.485,-0.41,0.0,0.0,3.57,4.579,0.01,0.013,0.07,0.09
Colombia,2016,COL,47625960.0,626000000000.0,1.46,1.917,6.18,8.113,76.5,76.17,15.9,20.874,19.77,48.46,63.621,0.33,0.0,0.0,4.11,5.396,0.01,0.013,0.05,0.066
Colombia,2017,COL,48351668.0,634000000000.0,1.42,1.81,3.15,4.014,78.54,78.47,11.01,14.031,13.04,60.64,77.278,0.07,0.0,0.0,2.24,2.855,0.01,0.013,0.0,0.0
Colombia,2018,COL,49276968.0,650000000000.0,1.45,1.854,4.52,5.779,78.32,78.21,11.62,14.857,14.66,58.19,74.402,0.11,0.0,0.0,2.37,3.03,0.02,0.026,0.04,0.051
Colombia,2019,COL,50187404.0,671000000000.0,1.57,1.993,8.13,10.32,79.09,78.78,13.16,16.705,18.98,52.98,67.251,0.31,0.0,0.0,2.75,3.491,0.13,0.165,0.06,0.076
Colombia,2020,COL,50930656.0,622000000000.0,2.15,2.756,9.37,12.013,79.05,78.0,15.19,19.474,21.31,48.44,62.103,1.05,0.0,0.0,2.65,3.397,0.19,0.244,0.01,0.013
Colombia,2021,COL,51516560.0,691000000000.0,2.24,2.653,4.5,5.33,84.54,84.42,13.76,16.299,16.57,60.7,71.902,0.12,0.0,0.0,2.83,3.352,0.33,0.391,0.06,0.071
Colombia,2022,COL,51874028.0,743000000000.0,2.18,2.558,4.4,5.164,85.64,85.21,16.76,19.669,18.31,58.73,68.924,0.43,0.0,0.0,2.75,3.227,0.33,0.387,0.06,0.07
Colombia,2023,COL,52085168.0,,2.18,2.513,8.51,9.811,87.17,86.74,17.6,20.291,22.51,54.24,62.532,0.43,0.0,0.0,2.96,3.412,1.04,1.199,0.21,0.242
Ecuador,1983,ECU,8795879.0,53726523392.0,,,,,,,,,,1.721,,,0.0,,,,,,,
Ecuador,1984,ECU,9022978.0,55920451584.0,,,,,,,,,,3.233,,,0.0,,,,,,,
Ecuador,1985,ECU,9254308.0,58293686272.0,,,,,,4.558,,,,3.279,71.939,,0.0,0.0,,,,,,
Ecuador,1986,ECU,9490096.0,60010586112.0,,,,,,5.012,,,,4.012,80.048,,0.0,0.0,,,,,,
Ecuador,1987,ECU,9729380.0,56249614336.0,,,,,,5.384,,,,4.57,84.881,,0.0,0.0,,,,,,
Ecuador,1988,ECU,9969790.0,62261231616.0,,,,,,5.641,,,,4.826,85.552,,0.0,0.0,,,,,,
Ecuador,1989,ECU,10210190.0,62369320960.0,,,,,,5.769,,,,4.954,85.873,,0.0,0.0,,,,,,
Ecuador,1990,ECU,10449845.0,64188502016.0,,,,,,6.349,,,,4.987,78.545,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1991,ECU,10686277.0,67933581312.0,,,,,,6.974,,,,5.076,72.779,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1992,ECU,10914222.0,70873841664.0,,,,,,7.196,,,,4.974,69.116,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1993,ECU,11132833.0,72804335616.0,,,,,,7.411,,,,5.81,78.396,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1994,ECU,11347655.0,76428091392.0,,,,,,8.144,,,,6.565,80.615,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1995,ECU,11561683.0,78692032512.0,,,,,,8.429,,,,5.161,61.227,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1996,ECU,11775223.0,80612098048.0,,,,,,9.679,,,,6.343,65.537,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1997,ECU,11987840.0,84682915840.0,,,,,,10.362,,,,6.534,63.061,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1998,ECU,12199692.0,88055996416.0,,,,,,10.89,,,,6.506,59.742,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,1999,ECU,12412056.0,84464771072.0,,,,,,10.308,,,,7.177,69.622,,0.0,0.0,,,0.0,0.0,0.0,0.0
Ecuador,2000,ECU,12626511.0,85978890240.0,0.0,0.0,0.0,0.0,10.55,10.53,0.0,0.0,2.15,7.53,71.51,0.02,0.0,0.0,3.0,28.49,0.0,0.0,0.0,0.0
Ecuador,2001,ECU,12845523.0,90060701696.0,0.0,0.0,0.0,0.0,11.0,10.98,0.0,0.0,2.79,7.0,63.752,0.02,0.0,0.0,3.98,36.248,0.0,0.0,0.0,0.0
Ecuador,2002,ECU,13070617.0,94404509696.0,0.0,0.0,0.0,0.0,11.87,11.81,0.48,4.064,3.1,7.45,63.082,0.06,0.0,0.0,3.88,32.854,0.0,0.0,0.0,0.0
Ecuador,2003,ECU,13301188.0,97642545152.0,0.0,0.0,0.0,0.0,12.53,11.48,0.94,8.188,3.15,7.11,61.934,1.05,0.0,0.0,3.43,29.878,0.0,0.0,0.0,0.0
Ecuador,2004,ECU,13534598.0,106000000000.0,0.0,0.0,0.0,0.0,14.41,12.8,1.24,9.688,3.89,7.34,57.344,1.61,0.0,0.0,4.22,32.969,0.0,0.0,0.0,0.0
Ecuador,2005,ECU,13770015.0,113000000000.0,0.02,0.158,0.0,0.0,14.35,12.64,1.48,11.709,4.14,6.81,53.877,1.71,0.0,0.0,4.33,34.256,0.0,0.0,0.0,0.0
Ecuador,2006,ECU,14009064.0,119000000000.0,0.02,0.142,0.0,0.0,15.65,14.08,1.79,12.713,4.96,7.06,50.142,1.57,0.0,0.0,5.21,37.003,0.0,0.0,0.0,0.0
Ecuador,2007,ECU,14251838.0,122000000000.0,0.02,0.116,0.0,0.0,18.07,17.25,2.01,11.652,5.87,8.95,51.884,0.82,0.0,0.0,6.27,36.348,0.0,0.0,0.0,0.0
Ecuador,2008,ECU,14496800.0,131000000000.0,0.02,0.108,0.0,0.0,18.95,18.49,1.72,9.302,5.25,11.18,60.465,0.46,0.0,0.0,5.57,30.124,0.0,0.0,0.0,0.0
Ecuador,2009,ECU,14742768.0,132000000000.0,0.02,0.11,0.0,0.0,19.26,18.16,1.9,10.463,6.35,9.13,50.275,1.1,0.0,0.0,7.11,39.152,0.0,0.0,0.0,0.0
Ecuador,2010,ECU,14989581.0,138000000000.0,0.02,0.103,0.0,0.0,20.28,19.42,2.19,11.277,7.57,8.55,44.027,0.86,0.0,0.0,8.66,44.593,0.0,0.0,0.0,0.0
Ecuador,2011,ECU,15237734.0,150000000000.0,0.01,0.049,0.0,0.0,21.71,20.43,1.94,9.496,6.65,11.02,53.94,1.28,0.0,0.0,7.46,36.515,0.0,0.0,0.0,0.0
Ecuador,2012,ECU,15483884.0,158000000000.0,0.02,0.088,0.0,0.0,22.96,22.73,2.34,10.295,7.5,12.12,53.322,0.23,0.0,0.0,8.25,36.296,0.0,0.0,0.0,0.0
Ecuador,2013,ECU,15722988.0,166000000000.0,0.04,0.173,0.0,0.0,23.79,23.16,2.83,12.219,8.54,10.93,47.193,0.63,0.0,0.0,9.3,40.155,0.0,0.0,0.06,0.259
Ecuador,2014,ECU,15957995.0,172000000000.0,0.06,0.248,0.0,0.0,24.98,24.19,2.91,12.03,8.93,11.34,46.879,0.79,0.0,0.0,9.78,40.43,0.02,0.083,0.08,0.331
Ecuador,2015,ECU,16195904.0,173000000000.0,0.09,0.348,0.0,0.0,26.3,25.83,2.81,10.879,8.93,12.97,50.213,0.47,0.0,0.0,9.82,38.018,0.04,0.155,0.1,0.387
Ecuador,2016,ECU,16439588.0,170000000000.0,0.49,1.804,0.0,0.0,26.84,27.16,2.02,7.437,7.84,15.68,57.732,-0.32,0.0,0.0,8.85,32.585,0.04,0.147,0.08,0.295
Ecuador,2017,ECU,16696947.0,174000000000.0,0.46,1.653,0.0,0.0,27.64,27.83,1.73,6.216,5.6,19.89,71.47,-0.19,0.0,0.0,5.64,20.266,0.04,0.144,0.07,0.252
Ecuador,2018,ECU,17015672.0,177000000000.0,0.43,1.481,0.0,0.0,28.89,29.04,1.34,4.614,6.0,20.47,70.489,-0.15,0.0,0.0,6.68,23.003,0.04,0.138,0.08,0.275
Ecuador,2019,ECU,17343742.0,177000000000.0,0.45,1.393,0.0,0.0,30.49,32.31,1.25,3.869,5.47,24.66,76.323,-1.82,0.0,0.0,5.82,18.013,0.04,0.124,0.09,0.279
Ecuador,2020,ECU,17588596.0,163000000000.0,0.47,1.502,0.0,0.0,30.2,31.29,1.15,3.675,4.99,24.33,77.756,-1.09,0.0,0.0,5.22,16.683,0.04,0.128,0.08,0.256
Ecuador,2021,ECU,17797736.0,170000000000.0,0.41,1.276,0.0,0.0,31.96,32.12,1.13,3.518,4.79,25.57,79.608,-0.16,0.0,0.0,4.91,15.286,0.04,0.125,0.06,0.187
Ecuador,2022,ECU,18001002.0,175000000000.0,0.43,1.317,0.0,0.0,32.49,32.65,1.16,3.553,4.92,25.9,79.326,-0.16,0.0,0.0,5.06,15.498,0.04,0.123,0.06,0.184
Ecuador,2023,ECU,18190492.0,,0.43,1.282,0.0,0.0,33.74,33.55,0.84,2.504,5.04,26.58,79.225,0.19,0.0,0.0,5.59,16.662,0.04,0.119,0.07,0.209
France,1983,FRA,54592384.0,1360000000000.0,,,,,,,,,,69.443,,,144.261,,,,,,,
France,1984,FRA,54845984.0,1380000000000.0,,,,,,,,,,65.69,,,191.234,,,,,,,
France,1985,FRA,55108104.0,1400000000000.0,,,41.443,12.031,,344.465,3.153,0.915,,61.916,17.975,,224.1,65.057,7.062,2.05,,,,
France,1986,FRA,55371640.0,1430000000000.0,,,31.147,8.581,,362.996,2.85,0.785,,62.483,17.213,,254.155,70.016,5.437,1.498,,,,
France,1987,FRA,55641536.0,1470000000000.0,,,27.499,7.266,,378.486,2.436,0.644,,70.498,18.626,,265.52,70.153,5.769,1.524,,,,
France,1988,FRA,55911476.0,1530000000000.0,,,25.049,6.389,,392.087,2.414,0.616,,76.522,19.517,,275.521,70.27,5.63,1.436,,,,
France,1989,FRA,56169944.0,1590000000000.0,,,32.41,8.005,,404.85,2.974,0.735,,46.637,11.52,,303.931,75.072,11.728,2.897,,,,
France,1990,FRA,56412896.0,1640000000000.0,1.41,0.339,31.47,7.564,370.6,416.04,3.03,0.728,43.37,52.71,12.669,-45.44,314.08,75.493,12.84,3.086,0.0,0.0,0.0,0.0
France,1991,FRA,56645216.0,1650000000000.0,1.59,0.353,39.61,8.796,397.45,450.34,3.05,0.677,54.8,56.32,12.506,-52.89,331.34,73.576,17.91,3.977,0.0,0.0,0.0,0.0
France,1992,FRA,56864048.0,1680000000000.0,1.62,0.353,34.23,7.465,404.74,458.54,3.18,0.694,46.72,67.48,14.716,-53.8,338.45,73.81,13.06,2.848,0.0,0.0,0.0,0.0
France,1993,FRA,57053728.0,1670000000000.0,1.48,0.316,20.96,4.478,406.64,468.07,3.5,0.748,32.18,63.3,13.524,-61.43,368.19,78.661,10.15,2.168,0.0,0.0,0.0,0.0
France,1994,FRA,57230064.0,1710000000000.0,1.66,0.351,20.9,4.42,409.67,472.84,3.63,0.768,31.81,77.03,16.291,-63.17,359.98,76.131,9.14,1.933,0.0,0.0,0.0,0.0
France,1995,FRA,57420356.0,1750000000000.0,1.82,0.372,24.18,4.941,419.57,489.41,3.84,0.785,35.95,71.33,14.575,-69.84,377.23,77.079,10.5,2.145,0.0,0.0,0.0,0.0
France,1996,FRA,57623180.0,1770000000000.0,1.93,0.38,28.04,5.522,438.98,507.79,4.12,0.811,40.23,64.67,12.736,-68.81,397.34,78.249,11.19,2.204,0.0,0.0,0.01,0.002
France,1997,FRA,57839364.0,1820000000000.0,2.16,0.433,22.18,4.442,433.91,499.31,4.9,0.981,35.38,62.11,12.439,-65.4,395.48,79.205,11.96,2.395,0.0,0.0,0.01,0.002
France,1998,FRA,58080344.0,1880000000000.0,2.13,0.421,33.53,6.627,448.37,505.93,4.97,0.982,48.95,60.77,12.012,-57.56,387.99,76.688,16.0,3.162,0.0,0.0,0.02,0.004
France,1999,FRA,58352208.0,1950000000000.0,2.34,0.45,29.28,5.636,456.4,519.54,7.7,1.482,45.39,70.82,13.631,-63.14,394.24,75.883,14.61,2.812,0.0,0.0,0.04,0.008
France,2000,FRA,58665456.0,2030000000000.0,2.48,0.466,27.0,5.07,463.08,532.56,11.51,2.161,42.48,64.78,12.164,-69.48,415.16,77.956,11.06,2.077,0.01,0.002,0.05,0.009
France,2001,FRA,59014776.0,2080000000000.0,2.85,0.525,20.48,3.774,474.21,542.6,15.15,2.792,37.24,72.62,13.384,-68.39,421.08,77.604,9.8,1.806,0.01,0.002,0.13,0.024
France,2002,FRA,59372784.0,2110000000000.0,3.04,0.551,23.66,4.292,474.21,551.24,18.37,3.332,41.46,58.88,10.681,-77.03,436.76,79.232,9.76,1.771,0.01,0.002,0.27,0.049
France,2003,FRA,59728260.0,2130000000000.0,3.23,0.578,26.26,4.697,492.72,559.13,19.37,3.464,45.21,57.35,10.257,-66.41,441.07,78.885,10.96,1.96,0.01,0.002,0.39,0.07
France,2004,FRA,60108436.0,2200000000000.0,3.31,0.584,24.37,4.303,504.39,566.3,21.05,3.717,43.71,58.04,10.249,-61.91,448.24,79.152,10.22,1.805,0.01,0.002,0.59,0.104
France,2005,FRA,60510080.0,2240000000000.0,3.39,0.596,27.51,4.834,508.81,569.14,23.07,4.053,48.68,50.14,8.81,-60.33,451.53,79.335,12.05,2.117,0.01,0.002,0.96,0.169
France,2006,FRA,60919152.0,2300000000000.0,3.38,0.596,22.89,4.035,503.96,567.3,21.76,3.836,43.44,54.88,9.674,-63.34,450.19,79.357,11.55,2.036,0.01,0.002,2.18,0.384
France,2007,FRA,61329380.0,2350000000000.0,3.75,0.667,24.45,4.352,505.03,561.84,21.99,3.914,45.01,55.99,9.965,-56.81,439.73,78.266,11.37,2.024,0.02,0.004,4.07,0.724
France,2008,FRA,61721004.0,2360000000000.0,3.97,0.7,23.06,4.067,518.99,566.98,21.88,3.859,43.11,62.16,10.963,-47.99,439.45,77.507,10.26,1.81,0.04,0.007,5.69,1.004
France,2009,FRA,62093300.0,2300000000000.0,4.13,0.781,21.67,4.097,502.94,528.87,20.5,3.876,39.98,55.49,10.492,-25.93,409.74,77.475,8.81,1.666,0.17,0.032,7.91,1.496
France,2010,FRA,62444568.0,2340000000000.0,4.44,0.79,23.36,4.154,531.65,562.36,23.76,4.225,44.18,61.2,10.883,-30.71,428.52,76.2,10.04,1.785,0.62,0.11,9.94,1.768
France,2011,FRA,62775272.0,2390000000000.0,5.04,0.888,17.39,3.065,511.01,567.42,29.49,5.197,42.21,45.74,8.061,-56.41,442.39,77.965,12.13,2.138,2.33,0.411,12.37,2.18
France,2012,FRA,63071412.0,2400000000000.0,5.3,0.934,21.46,3.781,523.06,567.58,22.75,4.008,44.04,59.83,10.541,-44.52,425.41,74.952,12.71,2.239,4.43,0.781,15.18,2.675
France,2013,FRA,63335180.0,2410000000000.0,5.68,0.985,23.84,4.134,528.28,576.74,18.39,3.189,43.99,71.92,12.47,-48.46,423.68,73.461,11.41,1.978,5.19,0.9,16.13,2.797
France,2014,FRA,63588496.0,2440000000000.0,5.99,1.058,11.26,1.988,499.08,566.27,13.16,2.324,29.53,63.77,11.261,-67.19,436.48,77.08,11.34,2.003,6.39,1.128,17.32,3.059
France,2015,FRA,63809768.0,2460000000000.0,6.53,1.137,11.89,2.071,510.05,574.11,21.14,3.682,33.94,55.56,9.678,-64.06,437.43,76.193,11.81,2.057,7.75,1.35,21.42,3.731
France,2016,FRA,63989320.0,2490000000000.0,7.52,1.346,10.23,1.831,517.3,558.8,34.97,6.258,38.31,60.84,10.888,-41.5,403.2,72.155,11.4,2.04,8.66,1.55,21.38,3.826
France,2017,FRA,64144092.0,2550000000000.0,7.78,1.398,12.81,2.302,516.29,556.42,40.5,7.279,43.52,50.0,8.986,-40.13,398.36,71.593,12.12,2.178,9.59,1.724,24.61,4.423
France,2018,FRA,64277812.0,2600000000000.0,8.38,1.455,8.31,1.443,512.96,575.93,30.61,5.315,34.52,65.11,11.305,-62.97,412.94,71.7,10.56,1.834,10.81,1.877,28.6,4.966
France,2019,FRA,64399760.0,2640000000000.0,8.64,1.527,3.64,0.643,508.06,565.73,39.31,6.949,33.85,56.91,10.06,-57.67,399.01,70.53,10.71,1.893,12.18,2.153,34.72,6.137
France,2020,FRA,64480052.0,2440000000000.0,8.76,1.662,3.09,0.586,482.18,527.22,35.25,6.686,31.15,62.59,11.872,-45.04,353.83,67.112,10.03,1.902,13.2,2.504,39.86,7.56
France,2021,FRA,64531448.0,2600000000000.0,9.57,1.74,5.44,0.989,505.23,550.12,33.29,6.051,32.88,59.62,10.838,-44.89,379.36,68.96,10.06,1.829,15.37,2.794,36.83,6.695
France,2022,FRA,64626624.0,2670000000000.0,9.78,2.084,4.33,0.923,484.29,469.35,45.74,9.745,36.99,45.52,9.699,14.94,294.73,62.795,10.45,2.226,19.64,4.185,38.56,8.216
France,2023,FRA,64756584.0,,9.5,1.848,2.16,0.42,464.18,514.11,31.43,6.113,28.81,53.19,10.346,-49.93,335.65,65.288,9.71,1.889,23.26,4.524,48.61,9.455
Germany,1983,DEU,77566064.0,1780000000000.0,,,,,,,,,,18.712,,,78.063,,,,,,,
Germany,1984,DEU,77568576.0,1830000000000.0,,,,,,,,,,18.479,,,104.317,,,,,,,
Germany,1985,DEU,77638808.0,1870000000000.0,,,312.88,59.877,,522.534,27.985,5.356,,17.401,3.33,,138.641,26.532,9.595,1.836,,,,
Germany,1986,DEU,77803352.0,1920000000000.0,,,315.312,60.225,,523.557,29.811,5.694,,18.572,3.547,,130.489,24.924,13.643,2.606,,,0.001,0.0
Germany,1987,DEU,78090896.0,1950000000000.0,,,308.479,57.937,,532.442,32.956,6.19,,20.343,3.821,,141.725,26.618,13.811,2.594,,,0.002,0.0
Germany,1988,DEU,78477528.0,2010000000000.0,,,310.385,56.486,,549.492,33.141,6.031,,20.079,3.654,,156.82,28.539,11.794,2.146,,,0.008,0.001
Germany,1989,DEU,78916440.0,2080000000000.0,,,313.104,55.924,,559.873,38.575,6.89,,18.244,3.259,,161.671,28.876,10.437,1.864,,,0.026,0.005
Germany,1990,DEU,79370192.0,2020000000000.0,1.6,0.295,310.04,57.176,543.19,542.26,35.9,6.62,337.39,17.43,3.214,0.93,152.47,28.118,24.75,4.564,0.0,0.0,0.07,0.013
