country,year,iso_code,population,gdp,biofuel_electricity,biofuel_share_elec,coal_electricity,coal_share_elec,electricity_demand,electricity_generation,gas_electricity,gas_share_elec,greenhouse_gas_emissions,hydro_electricity,hydro_share_elec,net_elec_imports,nuclear_electricity,nuclear_share_elec,oil_electricity,oil_share_elec,solar_electricity,solar_share_elec,wind_electricity,wind_share_elec
Germany,1991,DEU,79801984.0,2140000000000.0,1.87,0.349,307.67,57.399,535.45,536.02,36.3,6.772,336.72,14.89,2.778,-0.57,147.23,27.467,27.84,5.194,0.0,0.0,0.22,0.041
Germany,1992,DEU,80205024.0,2200000000000.0,2.04,0.382,295.67,55.393,528.45,533.77,33.0,6.182,322.98,17.4,3.26,-5.32,158.8,29.751,26.57,4.978,0.0,0.0,0.29,0.054
Germany,1993,DEU,80573496.0,2210000000000.0,1.97,0.378,293.25,56.316,521.59,520.72,32.8,6.299,316.47,17.88,3.434,0.87,153.28,29.436,20.87,4.008,0.0,0.0,0.67,0.129
Germany,1994,DEU,80882120.0,2280000000000.0,2.07,0.397,290.29,55.713,523.39,521.05,36.1,6.928,314.86,19.93,3.825,2.34,150.7,28.922,20.53,3.94,0.0,0.0,1.43,0.274
Germany,1995,DEU,81123264.0,2350000000000.0,2.43,0.458,289.14,54.481,535.54,530.72,41.1,7.744,316.49,21.78,4.104,4.82,153.09,28.846,21.47,4.045,0.0,0.0,1.71,0.322
Germany,1996,DEU,81300864.0,2390000000000.0,2.5,0.456,295.99,53.99,542.96,548.23,45.56,8.31,324.17,21.96,4.006,-5.27,160.02,29.188,20.11,3.668,0.01,0.002,2.08,0.379
Germany,1997,DEU,81436096.0,2460000000000.0,2.65,0.485,284.34,52.042,544.02,546.37,48.1,8.804,314.31,17.36,3.177,-2.35,170.33,31.175,20.55,3.761,0.01,0.002,3.03,0.555
Germany,1998,DEU,81524384.0,2540000000000.0,3.06,0.557,292.26,53.21,548.62,549.26,50.74,9.238,322.42,17.22,3.135,-0.64,161.64,29.429,19.74,3.594,0.01,0.002,4.59,0.836
Germany,1999,DEU,81556968.0,2610000000000.0,3.51,0.639,281.27,51.208,550.31,549.27,51.8,9.431,311.1,19.65,3.577,1.04,170.0,30.95,17.49,3.184,0.02,0.004,5.53,1.007
Germany,2000,DEU,81551680.0,2720000000000.0,4.33,0.761,296.68,52.145,572.01,568.95,49.2,8.648,326.08,21.73,3.819,3.06,169.61,29.811,18.05,3.173,0.0,0.0,9.35,1.643
Germany,2001,DEU,81514568.0,2790000000000.0,4.59,0.793,293.74,50.738,582.6,578.94,55.5,9.586,327.36,22.73,3.926,3.66,171.3,29.589,20.52,3.544,0.1,0.017,10.46,1.807
Germany,2002,DEU,81443424.0,2820000000000.0,5.31,0.91,299.6,51.322,593.76,583.76,56.3,9.644,332.49,23.12,3.961,10.0,164.84,28.238,18.53,3.174,0.2,0.034,15.86,2.717
Germany,2003,DEU,81346808.0,2830000000000.0,8.95,1.487,304.63,50.6,598.76,602.03,62.59,10.396,343.13,18.32,3.043,-3.27,165.06,27.417,23.08,3.834,0.31,0.051,19.09,3.171
Germany,2004,DEU,81266672.0,2890000000000.0,10.64,1.745,298.77,49.011,606.98,609.6,62.67,10.281,338.12,20.75,3.404,-2.62,167.07,27.406,23.12,3.793,0.56,0.092,26.02,4.268
Germany,2005,DEU,81212168.0,2950000000000.0,14.71,2.398,288.14,46.979,608.77,613.34,72.19,11.77,335.05,19.64,3.202,-4.57,163.05,26.584,26.53,4.325,1.31,0.214,27.77,4.528
Germany,2006,DEU,81177816.0,3090000000000.0,18.94,3.005,288.93,45.847,613.22,630.2,74.73,11.858,337.89,20.03,3.178,-16.98,167.27,26.542,26.71,4.238,2.27,0.36,31.32,4.97
Germany,2007,DEU,81183832.0,3220000000000.0,24.62,3.901,297.1,47.077,614.54,631.1,77.45,12.272,348.23,21.17,3.354,-16.56,140.53,22.267,26.58,4.212,3.14,0.498,40.51,6.419
Germany,2008,DEU,81217488.0,3290000000000.0,28.02,4.432,275.21,43.526,612.19,632.29,88.48,13.994,332.21,20.44,3.233,-20.1,148.49,23.484,25.74,4.071,4.51,0.713,41.38,6.544
Germany,2009,DEU,81260624.0,3140000000000.0,30.89,5.254,253.45,43.107,575.69,587.96,80.27,13.652,306.65,19.03,3.237,-12.27,134.93,22.949,23.23,3.951,6.72,1.143,39.42,6.705
Germany,2010,DEU,81325088.0,3300000000000.0,33.92,5.434,262.89,42.116,609.26,624.21,88.76,14.22,322.49,20.95,3.356,-14.95,140.56,22.518,26.59,4.26,11.96,1.916,38.55,6.176
Germany,2011,DEU,81423384.0,3470000000000.0,36.89,6.098,262.46,43.382,601.23,605.0,85.67,14.16,320.45,17.67,2.921,-3.77,107.97,17.846,24.47,4.045,19.99,3.304,49.86,8.241
Germany,2012,DEU,81545568.0,3480000000000.0,43.2,6.97,276.23,44.567,599.27,619.81,75.95,12.254,331.08,21.75,3.509,-20.54,99.46,16.047,24.77,3.996,26.74,4.314,51.68,8.338
Germany,2013,DEU,81680592.0,3500000000000.0,45.51,7.227,288.2,45.769,597.5,629.69,67.0,10.64,338.79,23.0,3.653,-32.19,97.29,15.45,25.25,4.01,30.62,4.863,52.74,8.376
Germany,2014,DEU,81858824.0,3570000000000.0,48.29,7.804,274.41,44.349,584.87,618.75,60.61,9.796,322.79,19.59,3.166,-33.88,97.13,15.698,24.67,3.987,35.45,5.729,58.5,9.455
Germany,2015,DEU,82073232.0,3630000000000.0,50.33,7.874,272.2,42.586,590.89,639.17,61.47,9.617,321.88,18.98,2.969,-48.28,91.79,14.361,25.57,4.001,38.08,5.958,80.62,12.613
Germany,2016,DEU,82331432.0,3710000000000.0,50.93,7.939,261.75,40.802,591.0,641.52,80.62,12.567,319.67,20.55,3.203,-50.52,84.63,13.192,25.39,3.958,37.56,5.855,79.92,12.458
Germany,2017,DEU,82624368.0,3810000000000.0,50.92,7.901,241.26,37.436,592.0,644.46,86.04,13.351,302.71,20.15,3.127,-52.46,76.32,11.842,25.16,3.904,38.76,6.014,105.69,16.4
Germany,2018,DEU,82896696.0,3850000000000.0,50.79,8.033,228.16,36.085,583.54,632.28,81.56,12.899,287.4,17.69,2.798,-48.74,76.0,12.02,23.63,3.737,44.32,7.01,109.95,17.389
Germany,2019,DEU,83148144.0,3890000000000.0,50.13,8.354,171.45,28.571,567.42,600.09,90.0,14.998,235.53,19.73,3.288,-32.67,75.07,12.51,22.4,3.733,45.22,7.536,125.89,20.979
Germany,2020,DEU,83328992.0,3740000000000.0,50.93,8.986,134.6,23.749,547.72,566.75,95.0,16.762,201.57,18.72,3.303,-19.03,64.38,11.36,21.28,3.755,49.5,8.734,132.11,23.31
Germany,2021,DEU,83408560.0,3840000000000.0,49.1,8.476,164.65,28.422,560.73,579.31,90.3,15.588,228.56,19.66,3.394,-18.58,69.13,11.933,22.24,3.839,49.34,8.517,114.65,19.791
Germany,2022,DEU,83369840.0,3910000000000.0,48.14,8.483,179.98,31.716,540.21,567.47,79.8,14.062,238.37,17.63,3.107,-27.26,34.71,6.117,21.55,3.798,60.79,10.712,124.66,21.968
Germany,2023,DEU,83294632.0,,46.02,9.117,135.35,26.813,513.71,504.79,76.0,15.056,192.3,19.48,3.859,8.92,8.75,1.733,20.13,3.988,61.56,12.195,137.29,27.197
India,1983,IND,745826560.0,1200000000000.0,,,,,,,,,,48.043,,,3.076,,,,0.0,,0.0,
India,1984,IND,762895168.0,1250000000000.0,,,,,,,,,,53.682,,,4.039,,,,0.0,,0.0,
India,1985,IND,780242112.0,1300000000000.0,,,116.039,62.257,,186.386,2.158,1.158,,51.813,27.799,,4.508,2.419,11.868,6.367,0.0,0.0,0.0,0.0
India,1986,IND,797878976.0,1350000000000.0,,,129.902,64.093,,202.677,3.682,1.817,,52.569,25.937,,5.02,2.477,11.504,5.676,0.0,0.0,0.0,0.0
India,1987,IND,815716160.0,1410000000000.0,,,152.8,68.315,,223.669,4.235,1.893,,48.963,21.891,,5.321,2.379,12.351,5.522,0.0,0.0,0.0,0.0
India,1988,IND,833729664.0,1560000000000.0,,,164.676,68.244,,241.305,3.604,1.494,,54.615,22.633,,6.077,2.518,12.333,5.111,0.0,0.0,0.0,0.0
India,1989,IND,852012672.0,1660000000000.0,,,184.975,67.894,,272.446,7.275,2.67,,63.37,23.26,,4.022,1.476,12.805,4.7,0.0,0.0,0.0,0.0
India,1990,IND,870452160.0,1750000000000.0,,,191.633,66.594,,287.763,9.958,3.46,,66.397,23.074,,6.395,2.222,13.312,4.626,0.0,0.0,0.03,0.011
India,1991,IND,888941760.0,1770000000000.0,,,214.118,66.816,,320.458,13.355,4.167,,73.919,23.067,,5.414,1.689,13.444,4.195,0.0,0.0,0.113,0.035
India,1992,IND,907574080.0,1850000000000.0,,,229.412,68.044,,337.153,16.258,4.822,,70.061,20.78,,6.404,1.899,14.811,4.393,0.0,0.0,0.088,0.026
India,1993,IND,926351296.0,1940000000000.0,,,252.784,69.796,,362.176,17.878,4.936,,70.732,19.53,,6.227,1.719,14.208,3.923,0.0,0.0,0.095,0.026
India,1994,IND,945261952.0,2060000000000.0,,,264.609,68.204,,387.967,21.882,5.64,,80.212,20.675,,4.945,1.275,15.747,4.059,0.0,0.0,0.191,0.049
India,1995,IND,964279104.0,2190000000000.0,,,296.292,69.365,,427.149,29.434,6.891,,75.921,17.774,,7.615,1.783,16.826,3.939,0.001,0.0,0.496,0.116
India,1996,IND,983281216.0,2350000000000.0,,,312.234,70.449,,443.205,32.024,7.226,,69.058,15.581,,8.401,1.896,19.848,4.478,0.006,0.001,0.878,0.198
India,1997,IND,1002335232.0,2430000000000.0,,,325.827,69.45,,469.154,40.179,8.564,,70.211,14.965,,10.072,2.147,20.889,4.452,0.006,0.001,0.988,0.211
India,1998,IND,1021434560.0,2570000000000.0,,,336.484,66.62,,505.078,50.175,9.934,,83.633,16.558,,11.371,2.251,21.038,4.165,0.006,0.001,1.079,0.214
India,1999,IND,1040500032.0,2710000000000.0,,,365.436,66.763,,547.362,59.009,10.781,,82.249,15.027,,12.728,2.325,24.802,4.531,0.006,0.001,1.446,0.264
India,2000,IND,1059633664.0,2800000000000.0,1.69,0.296,390.23,68.295,572.69,571.39,55.96,9.794,422.85,76.99,13.474,1.3,15.77,2.76,29.16,5.103,0.01,0.002,1.58,0.277
India,2001,IND,1078970880.0,2940000000000.0,2.07,0.353,408.29,69.663,587.38,586.09,55.93,9.543,438.04,72.02,12.288,1.29,18.89,3.223,26.79,4.571,0.01,0.002,2.09,0.357
India,2002,IND,1098313088.0,3020000000000.0,2.14,0.351,426.7,69.992,610.99,609.64,62.88,10.314,460.74,68.54,11.243,1.35,19.35,3.174,27.93,4.581,0.01,0.002,2.09,0.343
India,2003,IND,1117415168.0,3250000000000.0,2.71,0.425,441.47,69.182,639.82,638.13,72.8,11.408,483.7,69.3,10.86,1.69,18.14,2.843,31.09,4.872,0.02,0.003,2.6,0.407
India,2004,IND,1136264576.0,3500000000000.0,3.31,0.474,463.01,66.303,700.02,698.32,76.58,10.966,505.44,100.64,14.412,1.7,21.26,3.044,28.27,4.048,0.02,0.003,5.23,0.749
India,2005,IND,1154638720.0,3750000000000.0,4.04,0.573,478.48,67.916,706.07,704.52,75.47,10.712,517.14,97.42,13.828,1.55,17.73,2.517,25.37,3.601,0.02,0.003,5.99,0.85
India,2006,IND,1172373760.0,4070000000000.0,5.59,0.751,505.46,67.899,747.17,744.43,74.7,10.035,538.24,112.62,15.128,2.74,17.63,2.368,19.08,2.563,0.01,0.001,9.34,1.255
India,2007,IND,1189691776.0,4400000000000.0,7.4,0.929,533.27,66.972,801.2,796.26,90.05,11.309,571.61,122.61,15.398,4.94,17.83,2.239,13.36,1.678,0.06,0.008,11.68,1.467
India,2008,IND,1206734848.0,4650000000000.0,9.3,1.123,573.12,69.183,834.25,828.41,85.88,10.367,607.29,115.17,13.903,5.84,15.23,1.838,15.27,1.843,0.06,0.007,14.38,1.736
India,2009,IND,1223640192.0,4990000000000.0,11.64,1.323,611.11,69.467,885.01,879.71,104.37,11.864,654.41,106.34,12.088,5.3,16.82,1.912,13.08,1.487,0.08,0.009,16.27,1.849
India,2010,IND,1240613632.0,5360000000000.0,14.3,1.525,642.97,68.586,943.02,937.47,118.03,12.59,692.62,108.74,11.599,5.55,23.08,2.462,10.78,1.15,0.11,0.012,19.46,2.076
India,2011,IND,1257621248.0,5720000000000.0,17.14,1.658,701.25,67.819,1039.12,1034.0,117.56,11.369,745.82,131.7,12.737,5.12,32.22,3.116,9.35,0.904,0.83,0.08,23.95,2.316
India,2012,IND,1274487168.0,6050000000000.0,19.94,1.826,787.13,72.092,1096.48,1091.84,96.25,8.815,809.28,115.78,10.604,4.64,33.14,3.035,10.07,0.922,2.1,0.192,27.43,2.512
India,2013,IND,1291132032.0,6420000000000.0,22.48,1.961,847.97,73.985,1150.09,1146.14,66.31,5.786,844.32,131.98,11.515,3.95,33.31,2.906,10.65,0.929,3.43,0.299,30.01,2.618
India,2014,IND,1307246464.0,6880000000000.0,24.68,1.955,949.93,75.259,1262.79,1262.22,64.01,5.071,935.94,139.0,11.012,0.57,34.69,2.748,11.55,0.915,4.91,0.389,33.45,2.65
India,2015,IND,1322866560.0,7390000000000.0,30.62,2.316,1006.55,76.133,1322.19,1322.1,64.77,4.899,986.0,133.28,10.081,0.09,38.31,2.898,9.26,0.7,6.57,0.497,32.74,2.476
India,2016,IND,1338636288.0,8060000000000.0,24.82,1.771,1073.6,76.591,1400.65,1401.74,72.62,5.181,1050.11,128.38,9.159,-1.09,37.9,2.704,9.41,0.671,11.56,0.825,43.45,3.1
India,2017,IND,1354195712.0,8550000000000.0,24.91,1.693,1115.24,75.798,1469.74,1471.33,74.99,5.097,1088.49,135.82,9.231,-1.59,37.41,2.543,8.79,0.597,21.54,1.464,52.63,3.577
India,2018,IND,1369003264.0,9170000000000.0,27.22,1.724,1198.86,75.917,1575.34,1579.18,71.26,4.512,1160.89,139.75,8.85,-3.84,39.05,2.473,6.4,0.405,36.33,2.301,60.31,3.819
India,2019,IND,1383112064.0,9600000000000.0,31.51,1.943,1198.76,73.902,1618.96,1622.1,71.95,4.436,1159.6,162.07,9.991,-3.14,45.16,2.784,3.07,0.189,46.27,2.852,63.31,3.903
India,2020,IND,1396387072.0,8950000000000.0,32.86,2.077,1143.78,72.302,1581.83,1581.94,74.79,4.728,1111.2,163.7,10.348,-0.11,44.61,2.82,3.09,0.195,58.68,3.709,60.43,3.82
India,2021,IND,1407563904.0,9800000000000.0,36.76,2.144,1274.13,74.304,1714.73,1714.76,59.84,3.49,1220.39,160.33,9.35,-0.03,43.92,2.561,3.38,0.197,68.31,3.984,68.09,3.971
India,2022,IND,1417173120.0,10500000000000.0,40.74,2.193,1380.1,74.28,1857.53,1857.98,47.04,2.532,1310.12,174.92,9.415,-0.45,46.19,2.486,3.78,0.203,95.16,5.122,70.05,3.77
India,2023,IND,1428627712.0,,39.31,1.998,1480.46,75.23,1956.97,1967.9,51.28,2.606,1403.98,149.19,7.581,-10.93,48.19,2.449,3.96,0.201,113.41,5.763,82.1,4.172
Japan,1983,JPN,119793752.0,2720000000000.0,,,,,,,,,,84.273,,,114.291,,,,0.0,,0.0,
Japan,1984,JPN,120470736.0,2830000000000.0,,,,,,,,,,71.617,,,134.264,,,,0.0,,0.0,
Japan,1985,JPN,121119024.0,2950000000000.0,,,99.334,14.783,,671.953,128.043,19.055,,82.874,12.333,,159.578,23.748,183.86,27.362,0.0,0.0,0.0,0.0
Japan,1986,JPN,121710304.0,3040000000000.0,,,98.774,14.604,,676.363,130.836,19.344,,80.816,11.949,,165.37,24.45,180.843,26.738,0.0,0.0,0.0,0.0
Japan,1987,JPN,122268888.0,3160000000000.0,,,107.333,14.926,,719.085,135.038,18.779,,74.787,10.4,,188.605,26.228,191.793,26.672,0.0,0.0,0.0,0.0
Japan,1988,JPN,122798304.0,3360000000000.0,,,112.198,14.886,,753.728,141.933,18.831,,90.291,11.979,,173.897,23.072,213.049,28.266,0.0,0.0,0.0,0.0
Japan,1989,JPN,123270648.0,3520000000000.0,,,116.866,14.613,,799.769,149.588,18.704,,91.741,11.471,,185.814,23.233,231.796,28.983,0.0,0.0,0.0,0.0
Japan,1990,JPN,123686320.0,3700000000000.0,,,119.284,13.532,,881.5,172.93,19.618,,86.895,9.858,,194.571,22.073,287.538,32.619,0.001,0.0,0.0,0.0
Japan,1991,JPN,124073992.0,3820000000000.0,,,125.572,13.779,,911.303,184.344,20.229,,94.416,10.361,,208.694,22.901,275.447,30.226,0.001,0.0,0.0,0.0
Japan,1992,JPN,124444696.0,3860000000000.0,,,131.975,14.395,,916.787,184.159,20.087,,80.046,8.731,,217.035,23.673,282.141,30.775,0.01,0.001,0.0,0.0
Japan,1993,JPN,124779576.0,3860000000000.0,,,140.23,15.142,,926.103,182.324,19.687,,92.58,9.997,,247.7,26.746,238.796,25.785,0.023,0.002,0.001,0.0
Japan,1994,JPN,125119264.0,3890000000000.0,,,156.847,15.932,,984.493,199.12,20.226,,64.462,6.548,,258.248,26.232,281.117,28.554,0.029,0.003,0.001,0.0
Japan,1995,JPN,125433968.0,4000000000000.0,,,168.601,16.679,,1010.88,201.165,19.9,,78.793,7.794,,286.888,28.38,248.675,24.6,0.04,0.004,0.001,0.0
Japan,1996,JPN,125726224.0,4120000000000.0,,,178.444,17.327,,1029.857,212.916,20.674,,77.173,7.494,,296.501,28.791,237.258,23.038,0.054,0.005,0.002,0.0
Japan,1997,JPN,126027984.0,4160000000000.0,,,188.135,17.835,,1054.864,219.677,20.825,,86.44,8.194,,321.157,30.445,208.943,19.808,0.096,0.009,0.001,0.0
Japan,1998,JPN,126308392.0,4110000000000.0,,,192.232,18.141,,1059.663,230.1,21.714,,89.079,8.406,,325.974,30.762,192.404,18.157,0.143,0.014,0.007,0.001
Japan,1999,JPN,126555064.0,4100000000000.0,,,211.613,19.609,,1079.142,244.687,22.674,,83.792,7.765,,317.235,29.397,193.238,17.907,0.218,0.02,0.036,0.003
Japan,2000,JPN,126803864.0,4210000000000.0,16.11,1.465,238.24,21.665,1099.67,1099.67,258.5,23.507,466.73,84.47,7.681,0.0,319.12,29.02,182.78,16.621,0.34,0.031,0.11,0.01
Japan,2001,JPN,127065736.0,4220000000000.0,16.03,1.48,253.91,23.442,1083.14,1083.14,256.52,23.683,459.27,81.54,7.528,0.0,320.54,29.594,153.85,14.204,0.5,0.046,0.25,0.023
Japan,2002,JPN,127301744.0,4230000000000.0,16.94,1.536,264.42,23.971,1103.07,1103.07,252.76,22.914,478.43,80.6,7.307,0.0,314.26,28.49,172.99,15.683,0.69,0.063,0.41,0.037
Japan,2003,JPN,127502352.0,4290000000000.0,17.88,1.636,292.06,26.731,1092.59,1092.59,273.1,24.996,520.42,92.47,8.463,0.0,230.08,21.058,185.22,16.952,0.95,0.087,0.83,0.076
Japan,2004,JPN,127671288.0,4380000000000.0,18.05,1.61,295.39,26.346,1121.19,1121.19,257.86,22.999,504.83,91.67,8.176,0.0,285.87,25.497,169.64,15.13,1.27,0.113,1.44,0.128
Japan,2005,JPN,127798376.0,4450000000000.0,21.69,1.881,319.2,27.683,1153.07,1153.07,253.09,21.949,532.49,77.56,6.726,0.0,293.04,25.414,184.95,16.04,1.63,0.141,1.91,0.166
Japan,2006,JPN,127902168.0,4510000000000.0,21.53,1.849,311.34,26.739,1164.35,1164.35,280.04,24.051,520.75,88.81,7.627,0.0,304.29,26.134,154.21,13.244,2.0,0.172,2.13,0.183
Japan,2007,JPN,128006424.0,4590000000000.0,22.2,1.881,317.31,26.888,1180.11,1180.11,296.85,25.154,554.88,74.51,6.314,0.0,279.01,23.643,185.18,15.692,2.31,0.196,2.74,0.232
Japan,2008,JPN,128077632.0,4540000000000.0,21.29,1.799,333.7,28.191,1183.7,1183.7,324.83,27.442,574.36,75.16,6.35,0.0,251.74,21.267,171.45,14.484,2.59,0.219,2.94,0.248
Japan,2009,JPN,128117040.0,4300000000000.0,20.33,1.825,312.08,28.014,1114.02,1114.02,324.72,29.148,512.68,70.47,6.326,0.0,274.65,24.654,105.29,9.451,3.05,0.274,3.43,0.308
Japan,2010,JPN,128105432.0,4480000000000.0,21.83,1.888,316.85,27.408,1156.04,1156.04,326.09,28.208,516.36,88.5,7.655,0.0,292.36,25.29,102.5,8.866,3.98,0.344,3.93,0.34
Japan,2011,JPN,128007256.0,4470000000000.0,21.11,1.912,285.07,25.817,1104.2,1104.2,379.83,34.399,558.0,82.49,7.471,0.0,162.93,14.755,162.87,14.75,5.44,0.493,4.46,0.404
Japan,2012,JPN,127853688.0,4530000000000.0,22.13,1.999,334.3,30.202,1106.88,1106.88,435.49,39.344,658.07,77.1,6.966,0.0,17.99,1.625,207.77,18.771,7.37,0.666,4.73,0.427
Japan,2013,JPN,127678920.0,4620000000000.0,23.18,2.131,362.55,33.33,1087.76,1087.76,423.58,38.941,648.2,79.33,7.293,0.0,14.6,1.342,166.48,15.305,12.91,1.187,5.13,0.472
Japan,2014,JPN,127476728.0,4630000000000.0,23.63,2.224,355.6,33.461,1062.72,1062.72,450.88,42.427,628.63,81.71,7.689,0.0,0.0,0.0,122.34,11.512,23.55,2.216,5.01,0.471
Japan,2015,JPN,127250936.0,4710000000000.0,28.49,2.766,349.64,33.942,1030.12,1030.12,417.5,40.529,595.46,85.77,8.326,0.0,4.52,0.439,104.44,10.139,34.54,3.353,5.22,0.507
Japan,2016,JPN,126993856.0,4740000000000.0,23.67,2.287,345.24,33.353,1035.1,1035.1,421.84,40.754,589.65,79.43,7.674,0.0,17.68,1.708,98.57,9.523,43.33,4.186,5.34,0.516
Japan,2017,JPN,126662464.0,4820000000000.0,27.39,2.628,342.88,32.904,1042.07,1042.07,428.92,41.16,577.05,79.29,7.609,0.0,29.07,2.79,74.45,7.144,54.24,5.205,5.83,0.559
Japan,2018,JPN,126255872.0,4850000000000.0,30.13,2.861,345.13,32.77,1053.18,1053.18,425.37,40.389,564.5,81.11,7.701,0.0,49.11,4.663,53.78,5.106,62.11,5.897,6.44,0.611
Japan,2019,JPN,125791680.0,4830000000000.0,32.16,3.135,338.2,32.97,1025.78,1025.78,400.33,39.027,537.49,73.64,7.179,0.0,65.64,6.399,41.31,4.027,67.75,6.605,6.75,0.658
Japan,2020,JPN,125244760.0,4630000000000.0,34.8,3.491,330.78,33.179,996.96,996.96,392.5,39.37,524.12,77.41,7.765,0.0,43.0,4.313,35.51,3.562,75.14,7.537,7.82,0.784
Japan,2021,JPN,124612528.0,4730000000000.0,35.76,3.507,338.6,33.206,1019.71,1019.71,365.76,35.869,518.55,79.58,7.804,0.0,61.22,6.004,38.14,3.74,92.4,9.061,8.25,0.809
Japan,2022,JPN,123951696.0,4770000000000.0,41.48,4.013,348.48,33.717,1033.55,1033.55,360.54,34.884,530.01,74.88,7.245,0.0,51.77,5.009,45.83,4.434,102.4,9.908,8.17,0.79
Japan,2023,JPN,123294512.0,,49.24,4.858,327.42,32.306,1013.51,1013.51,332.88,32.844,491.95,73.79,7.281,0.0,77.44,7.641,34.25,3.379,109.36,10.79,9.13,0.901
Mexico,1983,MEX,72080312.0,708000000000.0,,,,,,,,,,20.733,,,0.0,,,,0.0,,0.0,
Mexico,1984,MEX,73489648.0,734000000000.0,,,,,,,,,,23.603,,,0.0,,,,0.0,,0.0,
Mexico,1985,MEX,74872008.0,751000000000.0,,,3.864,4.017,,96.208,7.213,7.497,,28.427,29.548,,0.0,0.0,55.062,57.233,0.0,0.0,0.0,0.0
Mexico,1986,MEX,76224360.0,728000000000.0,,,6.357,6.383,,99.59,7.652,7.683,,21.298,21.385,,0.0,0.0,60.889,61.14,0.0,0.0,0.0,0.0
Mexico,1987,MEX,77553504.0,742000000000.0,,,7.312,6.888,,106.165,8.959,8.439,,19.285,18.165,,0.0,0.0,66.191,62.347,0.0,0.0,0.0,0.0
Mexico,1988,MEX,78892016.0,752000000000.0,,,8.061,7.182,,112.231,8.303,7.398,,21.836,19.456,,0.0,0.0,69.398,61.835,0.0,0.0,0.0,0.0
Mexico,1989,MEX,80233752.0,783000000000.0,,,7.915,6.593,,120.047,9.759,8.13,,25.354,21.12,,0.372,0.31,71.972,59.953,0.0,0.0,0.0,0.0
Mexico,1990,MEX,81720424.0,824000000000.0,,,7.799,6.632,,117.592,13.208,11.233,,24.481,20.819,,2.937,2.498,64.038,54.458,0.001,0.001,0.001,0.001
Mexico,1991,MEX,83351600.0,865000000000.0,,,9.243,7.189,,128.571,18.932,14.725,,22.625,17.597,,4.242,3.299,67.693,52.65,0.002,0.002,0.001,0.001
Mexico,1992,MEX,84993160.0,902000000000.0,,,9.549,7.219,,132.276,18.776,14.195,,26.814,20.271,,3.919,2.963,66.847,50.536,0.003,0.002,0.001,0.001
Mexico,1993,MEX,86648440.0,925000000000.0,,,11.559,8.585,,134.643,19.067,14.161,,26.655,19.797,,4.931,3.662,65.925,48.963,0.004,0.003,0.001,0.001
Mexico,1994,MEX,88314416.0,973000000000.0,,,14.285,9.775,,146.128,21.38,14.631,,20.271,13.872,,4.239,2.901,79.72,54.555,0.005,0.003,0.005,0.003
Mexico,1995,MEX,89969568.0,916000000000.0,,,15.481,10.297,,150.356,22.398,14.896,,27.599,18.356,,8.443,5.615,70.007,46.56,0.005,0.003,0.007,0.005
Mexico,1996,MEX,91586560.0,971000000000.0,,,18.534,11.836,,156.591,21.168,13.518,,31.336,20.012,,7.878,5.031,71.476,45.645,0.006,0.004,0.006,0.004
Mexico,1997,MEX,93183088.0,1050000000000.0,,,18.392,11.03,,166.748,23.121,13.866,,26.362,15.81,,10.456,6.271,82.511,49.483,0.006,0.004,0.012,0.007
Mexico,1998,MEX,94767288.0,1110000000000.0,,,18.688,10.321,,181.059,30.022,16.582,,24.593,13.583,,9.265,5.117,92.333,50.996,0.007,0.004,0.015,0.008
Mexico,1999,MEX,96334808.0,1160000000000.0,,,18.608,9.795,,189.979,32.905,17.32,,32.712,17.219,,10.002,5.265,89.663,47.196,0.007,0.004,0.017,0.009
Mexico,2000,MEX,97873448.0,1240000000000.0,6.36,3.123,19.05,9.356,204.49,203.62,40.31,19.797,106.98,33.07,16.241,0.87,8.22,4.037,96.58,47.431,0.01,0.005,0.02,0.01
Mexico,2001,MEX,99394288.0,1250000000000.0,6.25,2.973,23.17,11.022,210.28,210.22,50.86,24.194,114.34,28.44,13.529,0.06,8.73,4.153,92.74,44.116,0.01,0.005,0.02,0.01
Mexico,2002,MEX,100917080.0,1280000000000.0,6.07,2.814,26.1,12.098,215.93,215.73,69.6,32.263,119.39,24.86,11.524,0.2,9.75,4.52,79.32,36.768,0.01,0.005,0.02,0.009
Mexico,2003,MEX,102429344.0,1310000000000.0,6.95,3.09,30.9,13.739,224.03,224.9,80.58,35.829,128.23,19.85,8.826,-0.87,10.5,4.669,76.09,33.833,0.01,0.004,0.02,0.009
Mexico,2004,MEX,103945816.0,1370000000000.0,7.26,3.084,23.8,10.111,234.12,235.39,92.37,39.241,130.39,25.18,10.697,-1.27,9.19,3.904,77.56,32.95,0.01,0.004,0.02,0.008
Mexico,2005,MEX,105442400.0,1430000000000.0,8.14,3.283,32.81,13.231,246.3,247.97,86.48,34.875,137.83,27.71,11.175,-1.67,10.8,4.355,82.0,33.069,0.01,0.004,0.02,0.008
Mexico,2006,MEX,106886792.0,1510000000000.0,7.49,2.923,31.74,12.386,255.47,256.25,116.06,45.292,140.12,30.45,11.883,-0.78,10.87,4.242,59.58,23.251,0.01,0.004,0.05,0.02
Mexico,2007,MEX,108302976.0,1570000000000.0,8.25,3.134,31.57,11.992,262.09,263.26,128.79,48.921,145.9,27.34,10.385,-1.17,10.42,3.958,56.63,21.511,0.01,0.004,0.25,0.095
